"kaptCode","kaptName","kaptAddr","kaptDongCnt","kaptdaCnt","codeAptNm","doroJuso","hoCnt","kaptUsedate","kaptMparea_60","kaptMparea_85","kaptMparea_135","kaptMparea_136","bjdCode","kaptdPcnt","kaptdPcntu","subwayLine","num_Hospital","isPark","num_Elm_sch","num_Mid_sch","num_Hi_sch","Subway_new5~10분이내","Subway_new10~15분이내","Subway_new15분초과","Bus_new5~10분이내","Bus_new10분초과","codeHallNm계단식","codeHallNm복도식","codeHallNm타워형","codeHallNm혼합식","kaptBcompanyGS건설(주)","kaptBcompanySK에코플랜트(주)","kaptBcompany경남기업","kaptBcompany그외시공사","kaptBcompany대림산업(주)","kaptBcompany대우건설(주)","kaptBcompany동부건설","kaptBcompany라이프주택","kaptBcompany롯데건설(주)","kaptBcompany삼성","kaptBcompany삼성물산(주)","kaptBcompany삼성중공업","kaptBcompany삼익건설","kaptBcompany신동아","kaptBcompany신동아건설","kaptBcompany쌍용건설(주)","kaptBcompany우성건설(주)","kaptBcompany주택공사","kaptBcompany진흥기업(주)","kaptBcompany컨소시엄시공","kaptBcompany태영건설","kaptBcompany포스코건설(주)","kaptBcompany한신공영(주)","kaptBcompany한양주택(주)","kaptBcompany현대건설(주)","kaptBcompany현대산업개발(주)"
"A13510102","청담현대3차","서울특별시 강남구 청담동 127-31 청담현대3차",4,317,"아파트","서울특별시 강남구 도산대로101길 29",317,19990619,101,76,140,0,1168010400,60,354,"7호선",1,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"A13510103","삼성청담공원","서울특별시 강남구 청담동 60 삼성청담공원",8,391,"아파트","서울특별시 강남구 도산대로96길 39",391,19990830,75,86,230,0,1168010400,100,454,"7호선",1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13510201","청담삼환","서울특별시 강남구 청담동 10 청담삼환",1,184,"아파트","서울특별시 강남구 학동로77길 49",184,19991130,56,82,46,0,1168010400,69,137,"7호선, 분당선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13510202","청담2차현대아파트","서울특별시 강남구 청담동 23 청담2차현대아파트",2,214,"아파트","서울특별시 강남구 선릉로 748",214,19880530,0,214,0,0,1168010400,113,75,"7호선",1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13510203","청담래미안","서울특별시 강남구 청담동 42 청담래미안",2,217,"아파트","서울특별시 강남구 학동로 405",217,19991029,51,58,108,0,1168010400,44,275,"7호선, 분당선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13511001","압구정미성1차","서울특별시 강남구 압구정동 414 압구정미성1차",3,322,"아파트","서울특별시 강남구 압구정로11길 17",322,19821118,0,1,125,196,1168011000,410,0,"3호선",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13511003","압구정미성2차","서울특별시 강남구 압구정동 397 압구정미성2차",9,911,"아파트","서울특별시 강남구 압구정로 113",911,19871205,0,459,180,272,1168011000,333,334,"3호선",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13511004","압구정신현대","서울특별시 강남구 압구정동 426 압구정신현대",27,1924,"아파트","서울특별시 강남구 압구정로 151",1924,19820525,0,1,871,1052,1168011000,2800,0,"3호선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A13511101","압구정 현대(10,13,14차)","서울특별시 강남구 압구정동 436 압구정 현대(10,13,14차)",10,766,"아파트","서울특별시 강남구 압구정로29길 69",766,19820614,0,389,329,48,1168011000,344,0,"3호선",1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13511201","압구정현대8차","서울특별시 강남구 압구정동 481 압구정현대8차",5,515,"아파트","서울특별시 강남구 압구정로 309",515,19800915,0,0,371,144,1168011000,465,0,"3호선, 분당선",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"A13519001","강남신동아파밀리에1단지","서울특별시 강남구 세곡동 508 강남신동아파밀리에1단지",6,395,"아파트","서울특별시 강남구 헌릉로590길 100",395,20110223,395,0,0,0,1168011100,0,420,"3호선",1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A13519002","강남신동아파밀리에2단지","서울특별시 강남구 세곡동 511 강남신동아파밀리에2단지",7,410,"아파트","서울특별시 강남구 헌릉로590길 10",410,20110223,275,135,0,0,1168011100,0,457,"3호선, 분당선",1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A13519003","세곡리엔파크3단지","서울특별시 강남구 세곡동 516 세곡리엔파크3단지",7,363,"아파트","서울특별시 강남구 헌릉로590길 11",363,20110223,247,116,0,0,1168011100,3,404,"3호선, 분당선",1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"A13519004","세곡리엔파크4단지","서울특별시 강남구 세곡동 522 세곡리엔파크4단지",8,407,"아파트","서울특별시 강남구 헌릉로590길 88",407,20110616,323,84,0,0,1168011100,0,439,"3호선, 분당선",1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"A13519005","강남데시앙파크","서울특별시 강남구 세곡동 525 강남데시앙파크",15,546,"아파트","서울특별시 강남구 헌릉로590길 63",546,20111101,44,243,259,0,1168011100,4,846,"3호선, 신분당선",1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"A13519006","세곡푸르지오","서울특별시 강남구 세곡동 533 세곡푸르지오",16,912,"아파트","서울특별시 강남구 자곡로 21",912,20120831,167,745,0,0,1168011100,4,1144,"3호선, 분당선",0,1,2,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13519007","강남엘에이치1단지","서울특별시 강남구 세곡동 579 강남엘에이치1단지",12,809,"아파트","서울특별시 강남구 헌릉로571길 20",809,20130612,324,485,0,0,1168011100,0,995,"3호선, 분당선",0,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13519008","LH강남3단지","서울특별시 강남구 자곡동 621 LH강남3단지",15,1065,"아파트","서울특별시 강남구 자곡로3길 22",1065,20131113,1065,0,0,0,1168011200,207,672,"3호선, 분당선",1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13520001","래미안포레","서울특별시 강남구 자곡동 361 래미안포레",15,1070,"아파트","서울특별시 강남구 밤고개로21길 25",1070,20140313,714,306,50,0,1168011200,6,1151,"3호선",1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13520002","강남한양수자인","서울특별시 강남구 자곡동 77 강남한양수자인",26,1304,"아파트","서울특별시 강남구 자곡로 260",1304,20140314,625,347,332,0,1168011200,7,1630,"3호선, 8호선",1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"A13520003","래미안강남힐즈","서울특별시 강남구 자곡동 611 래미안강남힐즈",20,1020,"아파트","서울특별시 강남구 자곡로 101",1020,20140627,0,0,1020,0,1168011200,0,1546,"3호선, 8호선, 분당선",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13520004","강남브리즈힐","서울특별시 강남구 자곡동 618 강남브리즈힐",13,402,"아파트","서울특별시 강남구 자곡로3길 45",402,20141030,0,402,0,0,1168011200,0,520,"3호선, 분당선",2,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13522003","수서삼익","서울특별시 강남구 수서동 708 수서삼익",5,645,"아파트","서울특별시 강남구 광평로51길 27",645,19921028,495,150,0,0,1168011500,650,350,"3호선, 분당선",1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13522004","수서삼성","서울특별시 강남구 수서동 747 수서삼성",12,680,"아파트","서울특별시 강남구 광평로31길 27",680,19971101,98,582,0,0,1168011500,168,596,"3호선, 분당선",1,1,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13522006","수서신동아","서울특별시 강남구 수서동 736 수서신동아",8,1162,"아파트","서울특별시 강남구 광평로47길 17",1162,19921028,1162,0,0,0,1168011500,209,116,"3호선, 분당선",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"A13522007","수서까치마을","서울특별시 강남구 수서동 746 수서까치마을",7,1403,"아파트","서울특별시 강남구 광평로19길 10",1403,19930908,1403,0,0,0,1168011500,350,184,"3호선",1,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"A13522008","수서주공","서울특별시 강남구 수서동 707 수서주공",14,2565,"아파트","서울특별시 강남구 광평로51길 49",2565,19921017,2565,0,0,0,1168011500,580,0,"3호선",1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13523001","일원청솔빌리지","서울특별시 강남구 일원동 739 일원청솔빌리지",13,291,"연립주택","서울특별시 강남구 광평로10길 50",291,19931213,291,0,0,0,1168011400,167,0,"3호선",1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13523003","수서가람","서울특별시 강남구 일원동 735 수서가람",13,496,"아파트","서울특별시 강남구 일원로 127",496,19930309,0,496,0,0,1168011400,340,143,"3호선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13523004","일원샘터마을","서울특별시 강남구 일원동 718 일원샘터마을",9,628,"아파트","서울특별시 강남구 일원로 120",628,19940214,0,0,613,15,1168011400,335,562,"3호선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13523005","일원목련타운","서울특별시 강남구 일원동 716 일원목련타운",8,650,"아파트","서울특별시 강남구 광평로19길 15",650,19930925,0,0,650,0,1168011400,432,531,"3호선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13524004","개포우성3차","서울특별시 강남구 개포동 652 개포우성3차",5,405,"아파트","서울특별시 강남구 개포로 307",405,19841231,0,0,285,120,1168010300,419,0,"3호선, 분당선",2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13524005","개포현대1차","서울특별시 강남구 개포동 653 개포현대1차",6,416,"아파트","서울특별시 강남구 개포로 303",416,19840420,0,0,208,208,1168010300,453,0,"3호선, 분당선",4,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13524006","개포2차 현대아파트","서울특별시 강남구 개포동 654 개포2차 현대아파트",13,558,"아파트","서울특별시 강남구 언주로 107",558,19860131,0,112,230,216,1168010300,500,0,"3호선",2,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13524009","개포대치2단지","서울특별시 강남구 개포동 12 개포대치2단지",11,1753,"아파트","서울특별시 강남구 개포로109길 9",1753,19921014,1753,0,0,0,1168010300,438,73,"3호선",1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13527001","도곡동양재디오빌","서울특별시 강남구 도곡동 952 도곡동양재디오빌",1,155,"주상복합","서울특별시 강남구 강남대로 256",155,20040423,155,0,0,0,1168011800,0,123,"3호선",1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527002","도곡현대그린","서울특별시 강남구 도곡동 964 도곡현대그린",1,171,"아파트","서울특별시 강남구 논현로51길 25",171,20061019,0,171,0,0,1168011800,30,126,"3호선",1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13527003","우성캐릭터199 아파트","서울특별시 강남구 도곡동 467-24 우성캐릭터199 아파트",2,199,"주상복합","서울특별시 강남구 언주로 118",199,19981107,0,0,99,100,1168011800,0,342,"3호선, 분당선",1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13527004","도곡삼성","서울특별시 강남구 도곡동 161 도곡삼성",4,231,"아파트","서울특별시 강남구 남부순환로379길 14",231,19941230,115,116,0,0,1168011800,219,0,"3호선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527005","현대비전21","서울특별시 강남구 도곡동 467-19 현대비전21",1,232,"주상복합","서울특별시 강남구 언주로30길 10",232,19991130,232,0,0,0,1168011800,0,291,"3호선",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527006","역삼삼익","서울특별시 강남구 도곡동 869 역삼삼익",2,247,"아파트","서울특별시 강남구 논현로 218",247,19830611,0,0,143,104,1168011800,285,0,"2호선, 3호선, 9호선",0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527007","도곡1차아이파크","서울특별시 강남구 도곡동 543-7 도곡1차아이파크",5,321,"아파트","서울특별시 강남구 도곡로28길 8",321,20070327,0,123,198,0,1168011800,8,540,"2호선, 신분당선",1,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"A13527008","도곡경남","서울특별시 강남구 도곡동 967 도곡경남",4,348,"아파트","서울특별시 강남구 논현로 209",348,20050602,120,192,36,0,1168011800,38,351,"3호선",1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527010","도곡우성아파트","서울특별시 강남구 도곡동 934-10 도곡우성아파트",2,390,"아파트","서울특별시 강남구 남부순환로363길 49",390,19861031,0,390,0,0,1168011800,330,0,"3호선, 신분당선",1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13527011","아카데미스위트","서울특별시 강남구 도곡동 467-7 아카데미스위트",1,414,"주상복합","서울특별시 강남구 언주로30길 21 아카데미스위트",414,20041115,0,88,220,106,1168011800,3,805,"3호선, 분당선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527013","개포4차우성","서울특별시 강남구 도곡동 465 개포4차우성",8,459,"아파트","서울특별시 강남구 언주로 117",459,19851226,0,99,144,216,1168011800,599,0,"3호선",1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"A13527014","도곡대림아크로빌","서울특별시 강남구 도곡동 467-6 도곡대림아크로빌",2,490,"주상복합","서울특별시 강남구 언주로30길 13",490,19991126,4,6,174,306,1168011800,0,1338,"3호선, 분당선",1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527016","도곡개포한신아파트","서울특별시 강남구 도곡동 464 도곡개포한신아파트",8,620,"아파트","서울특별시 강남구 언주로 123",620,19851214,404,216,0,0,1168011800,370,0,"3호선",1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"A13527017","타워팰리스1차","서울특별시 강남구 도곡동 467 타워팰리스1차",4,1297,"주상복합","서울특별시 강남구 언주로30길 56",1297,20021023,0,114,84,1099,1168011800,24,3630,"3호선",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527018","양재SK허브프리모","서울특별시 강남구 도곡동 953-1 양재SK허브프리모",1,176,"주상복합","서울특별시 강남구 강남대로 240",176,20060118,67,109,0,0,1168011800,0,176,"3호선, 신분당선",1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13527019","도곡쌍용예가","서울특별시 강남구 도곡동 902-8 도곡쌍용예가",5,384,"아파트","서울특별시 강남구 남부순환로363길 30",384,19781226,0,48,288,48,1168011800,59,355,"3호선, 신분당선",1,0,1,3,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A13527203","도곡렉슬","서울특별시 강남구 도곡동 527 도곡렉슬",34,3002,"아파트","서울특별시 강남구 선릉로 221",3002,20060127,601,936,1402,63,1168011800,0,4435,"수인선",1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"A13528001","대치대우아이빌4차","서울특별시 강남구 대치동 891-23 대치대우아이빌4차",1,210,"주상복합","서울특별시 강남구 선릉로90길 56",210,20040223,210,0,0,0,1168010600,9,201,"2호선",1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13528003","대치삼성","서울특별시 강남구 대치동 1014-3 대치삼성",14,960,"아파트","서울특별시 강남구 도곡로78길 22",960,20000731,249,192,519,0,1168010600,227,1011,"3호선, 신분당선",1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13528004","대치미도맨션","서울특별시 강남구 대치동 511 대치미도맨션",21,2436,"아파트","서울특별시 강남구 삼성로 150",2436,19831128,0,616,1344,476,1168010600,2997,0,"3호선",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13528005","테헤란로대우아이빌","서울특별시 강남구 대치동 891-6 테헤란로대우아이빌",1,372,"주상복합","서울특별시 강남구 테헤란로 428",372,20040429,344,28,0,0,1168010600,0,280,"2호선",1,1,1,1,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13528007","래미안대치하이스턴","서울특별시 강남구 대치동 985 래미안대치하이스턴",5,354,"아파트","서울특별시 강남구 도곡로93길 12",357,19891206,0,0,354,0,1168010600,0,461,"2호선, 3호선, 분당선",1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"A13528102","대치아이파크","서울특별시 강남구 대치동 888 대치아이파크",11,768,"아파트","서울특별시 강남구 선릉로 222",768,20080603,150,238,236,144,1168010600,0,1171,"분당선",1,1,2,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
